id,Row#,clonesize,honeybee,bumbles,andrena,osmia,MaxOfUpperTRange,MinOfUpperTRange,AverageOfUpperTRange,MaxOfLowerTRange,MinOfLowerTRange,AverageOfLowerTRange,RainingDays,AverageRainingDays,fruitset,fruitmass,seeds,yield
4592,457.0,25.0,0.5,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.49739138,0.446434723,35.92331365,5741.2103
4593,395.0,12.5,0.25,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.552129108,0.473660277,39.23966787,6919.34518
4594,104.0,12.5,0.25,0.25,0.25,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.524563481,0.465680233,37.53578671,6569.24967
4595,254.0,12.5,0.25,0.25,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.498952193,0.446570029,35.55511529,5837.21503
4596,219.0,12.5,0.25,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.58272491,0.486889324,40.0282126,7428.83442
4597,158.0,12.5,0.25,0.25,0.38,0.25,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.443297352,0.400102144,33.85831713,4868.21145
4598,691.0,25.0,0.5,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.502842336,0.430253104,35.98855463,6187.95188
4599,549.0,25.0,0.5,0.25,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.442911682,0.423861178,31.44841986,5867.99722
4600,567.0,25.0,0.5,0.25,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.517170184,0.456752669,36.2629303,6376.66256
4601,696.0,25.0,0.5,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.524635459,0.460322355,37.96686445,6318.70872
4602,329.0,12.5,0.25,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.476202181,0.417365455,33.97877886,5675.72149
4603,501.0,25.0,0.5,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.539255853,0.474776543,38.70734774,7517.44077
4604,672.0,25.0,0.5,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.422547698,0.414753539,32.31099546,4493.64409
4605,584.0,25.0,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.449195313,0.437317312,33.28905228,4930.61903
4606,316.0,12.5,0.25,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.623063206,0.513208594,43.67027165,8284.85461
4607,403.0,12.5,0.25,0.38,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.58492102,0.484307576,40.55976952,7557.46014
4608,613.0,25.0,0.5,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.498696418,0.447853006,35.38461174,6299.22636
4609,158.0,12.5,0.25,0.25,0.38,0.38,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.496636394,0.441974474,35.11873926,5534.80494
4610,252.0,12.5,0.25,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.427977027,0.411546877,32.02764698,4177.0152
4611,581.0,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.463039338,0.433407697,34.70788043,5178.27031
4612,110.0,12.5,0.25,0.25,0.25,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.551775489,0.445484498,38.3177098,7529.17505
4613,462.0,12.5,0.25,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.473458531,0.43491928,33.97877886,6037.68613
4614,284.0,12.5,0.25,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.575902218,0.484307576,40.17821466,7117.95038
4615,719.0,25.0,0.5,0.38,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.527591617,0.418219535,37.90930402,6033.77856
4616,684.0,25.0,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.5143032,0.45370258,36.84586824,6806.49269
4617,148.0,12.5,0.25,0.25,0.38,0.38,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.470643424,0.437265704,33.08835541,5531.35174
4618,154.0,12.5,0.25,0.25,0.38,0.38,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.443519907,0.390965919,33.08835541,5323.30034
4619,129.0,12.5,0.25,0.25,0.25,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.545094508,0.46389552,37.74750888,6643.9019
4620,169.0,12.5,0.25,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.480707687,0.435692713,34.52656124,5732.24032
4621,239.0,12.5,0.25,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.621376432,0.513721618,43.55016374,8357.06722
4622,43.0,12.5,0.25,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.392583006,0.409438226,30.66218699,4574.81387
4623,262.0,12.5,0.25,0.25,0.63,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.534251703,0.460796109,37.90850822,6109.85047
4624,645.0,25.0,0.5,0.38,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.500207249,0.444658692,35.09473308,6292.42962
4625,187.0,12.5,0.25,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.543722877,0.466640196,37.38218685,6645.56998
4626,527.0,25.0,0.5,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.464972316,0.428903862,33.0201908,5217.13976
4627,576.0,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.53427161,0.464892019,37.52543015,6801.32393
4628,332.0,12.5,0.25,0.25,0.75,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.481472551,0.445308404,35.92331365,6276.41054
4629,717.0,25.0,0.5,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.495479339,0.446450716,35.14089874,5830.89362
4630,541.0,25.0,0.5,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.459356717,0.426270554,33.85831713,5830.89362
4631,673.0,25.0,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.610321439,0.503663416,42.57478166,7400.77538
4632,355.0,12.5,0.25,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.612222602,0.504526655,42.33928002,7969.02575
4633,352.0,12.5,0.25,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.533196209,0.463275619,37.55556802,6808.26361
4634,626.0,25.0,0.5,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.51884433,0.438095887,37.07093657,6801.49205
4635,634.0,25.0,0.5,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.378833119,0.380185034,29.77562706,3385.148
4636,480.0,25.0,0.5,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.496176505,0.445284233,35.17991165,6026.06365
4637,145.0,12.5,0.25,0.25,0.38,0.38,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.371183688,0.391211231,28.80786754,3387.78516
4638,161.0,12.5,0.25,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.464824509,0.415160646,35.55753695,4802.6043
4639,553.0,25.0,0.25,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.407072571,0.408171177,32.85641894,4232.76231
4640,397.0,12.5,0.25,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.521891546,0.443192487,36.55432716,6645.56998
4641,347.0,12.5,0.25,0.25,0.75,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.544066693,0.471828735,38.6454264,6941.82413
4642,740.0,25.0,0.5,0.38,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.481472551,0.445497348,35.80706195,5750.88107
4643,320.0,12.5,0.25,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.467569149,0.428903862,33.33119375,5514.66748
4644,322.0,12.5,0.25,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.610321439,0.50404651,42.13008169,8064.73881
4645,226.0,12.5,0.25,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.489723491,0.445284233,34.02922281,5647.71226
4646,584.0,25.0,0.5,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.559628479,0.474798231,38.6454264,6846.00686
4647,442.0,12.5,0.25,0.38,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.410652063,0.409033913,31.58216104,4320.87416
4648,693.0,25.0,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.569935673,0.499607522,41.6216451,7243.22611
4649,521.0,25.0,0.5,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.449875425,0.423246366,33.3039002,4947.60566
4650,63.0,12.5,0.25,0.25,0.25,0.38,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.437424398,0.40248084,32.9240208,4769.31827
4651,600.0,25.0,0.5,0.25,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.403217329,0.400831119,31.67018669,4641.00151
4652,124.0,12.5,0.25,0.25,0.25,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.553032347,0.470373306,37.25124178,6521.29112
4653,307.0,12.5,0.25,0.25,0.75,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.55195445,0.474776543,38.52587501,7041.38018
4654,583.0,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.500058984,0.444146829,35.55891105,5503.09583
4655,62.0,12.5,0.25,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.498952193,0.442865602,35.71826335,5970.68186
4656,693.0,25.0,0.5,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.523070143,0.45807618,37.33661143,6628.76363
4657,677.0,25.0,0.5,0.38,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.480072982,0.445497348,37.44044874,5643.36045
4658,461.0,25.0,0.5,0.25,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.603524723,0.504526655,42.18519611,7903.51351
4659,425.0,12.5,0.25,0.38,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.55599359,0.471713424,38.57716666,6746.4546
4660,673.0,25.0,0.5,0.38,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.496618271,0.441301913,35.92331365,5741.31418
4661,638.0,25.0,0.5,0.25,0.75,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.442869304,0.424657113,31.23191007,4868.21145
4662,642.0,25.0,0.5,0.25,0.75,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.502785174,0.450692194,36.95787336,6493.25828
4663,104.0,12.5,0.25,0.25,0.25,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.47771355,0.42726083,33.22890035,5199.79211
4664,377.0,12.5,0.25,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.53255682,0.454917386,36.81673726,6422.92209
4665,458.0,25.0,0.5,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.506987743,0.448972519,35.26003436,6292.42962
4666,683.0,25.0,0.5,0.38,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.498952193,0.448887241,36.35683231,6671.07264
4667,678.0,25.0,0.5,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.521414646,0.45981941,36.3863589,6979.32479
4668,523.0,25.0,0.5,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.427977027,0.417908804,32.78937613,4590.82334
4669,676.0,25.0,0.5,0.38,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.398218446,0.408088064,30.7671091,3911.42225
4670,423.0,12.5,0.25,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.528899809,0.463806532,37.71251297,7293.53617
4671,257.0,12.5,0.25,0.25,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.483249032,0.447095519,35.51753863,5569.13925
4672,484.0,25.0,0.5,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.392583006,0.402362581,31.44274436,4178.77206
4673,528.0,25.0,0.25,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.459087683,0.423927032,33.23980604,5085.84473
4674,120.0,12.5,0.25,0.25,0.25,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.249334678,0.249334678,35.97225667,2605.69676
4675,207.0,12.5,0.25,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.536899811,0.462760521,37.01405444,6318.70872
4676,735.0,25.0,0.5,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.53255682,0.438095887,36.98857322,6524.29532
4677,625.0,25.0,0.5,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.565976484,0.479866804,38.93451187,6564.9583
4678,348.0,12.5,0.25,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.596753394,0.491813116,41.92156882,7536.09687
4679,46.0,25.0,0.25,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.564794821,0.461179325,37.62889677,6543.97182
4680,687.0,25.0,0.5,0.38,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.385548321,0.384432592,29.73999168,4493.64409
4681,83.0,12.5,0.25,0.25,0.25,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.545094508,0.461903766,37.55556802,6182.75087
4682,519.0,25.0,0.5,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.490965919,0.443889013,35.88401108,5942.42162
4683,142.0,12.5,0.25,0.25,0.38,0.38,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.451103585,0.402105764,31.11988062,4808.60902
4684,743.0,25.0,0.5,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.576561833,0.482423774,40.23598632,7159.33666
4685,756.0,25.0,0.5,0.38,0.63,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.449195313,0.413625114,31.44841986,4853.8076
4686,741.0,25.0,0.5,0.38,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.483671436,0.445587455,34.18362679,5569.13925
4687,15.0,37.5,0.25,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.309669459,0.366283529,27.19065136,3049.39771
4688,124.0,37.5,0.75,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.450822025,0.429150584,33.74349354,5005.32997
4689,532.0,25.0,0.5,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.421629852,0.405558182,31.90931611,4673.38052
4690,458.0,25.0,0.5,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.4096968,0.408851197,32.78937613,4218.32799
4691,236.0,12.5,0.25,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.603544257,0.502680279,42.16770498,7732.22522
4692,174.0,12.5,0.25,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.531891546,0.464066853,39.18675925,7174.6649
4693,288.0,12.5,0.25,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.551524495,0.470852882,38.65527495,6619.84695
4694,24.0,37.5,0.75,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.384610827,0.377566465,29.08514833,4201.43596
4695,595.0,37.5,0.75,0.25,0.63,0.25,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.394441163,0.408088064,31.23191007,3822.98167
4696,471.0,25.0,0.5,0.25,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.379906235,0.395435754,30.27510191,3866.79896
4697,613.0,25.0,0.5,0.25,0.75,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.4745752,0.42801212,33.87425241,5777.3754
4698,732.0,25.0,0.5,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.496598201,0.446450716,35.09473308,5970.68186
4699,617.0,25.0,0.5,0.25,0.75,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.468192461,0.417947008,34.02922281,5402.48408
4700,742.0,25.0,0.5,0.38,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.551234401,0.470852882,38.6454264,6583.45789
4701,252.0,12.5,0.25,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.565976484,0.478162473,39.98873363,7215.40971
4702,9.0,37.5,0.75,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.425493214,0.430330293,33.07391322,4580.393
4703,181.0,12.5,0.25,0.25,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.578556842,0.482118713,40.03764422,7235.77564
4704,742.0,25.0,0.5,0.38,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.498715892,0.44252903,35.11807556,6540.10545
4705,291.0,12.5,0.25,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.547283352,0.463558518,46.36934409,8318.79889
4706,520.0,25.0,0.5,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.494584864,0.449545727,35.16668937,5948.11447
4707,589.0,25.0,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.462101998,0.405898222,31.78225878,4952.01304
4708,697.0,25.0,0.5,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.525063322,0.452143551,38.17159714,6779.98166
4709,21.0,37.5,0.25,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.279535801,0.35441498,33.95797729,2625.26916
4710,254.0,12.5,0.25,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.504853246,0.455614374,36.84586824,6595.45629
4711,353.0,12.5,0.25,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.464368945,0.401067837,34.83881461,5695.56442
4712,477.0,25.0,0.5,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.449875425,0.42726083,33.31178956,4769.31827
4713,339.0,12.5,0.25,0.25,0.75,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.575902218,0.486889324,39.77772061,7369.68559
4714,265.0,12.5,0.25,0.25,0.63,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.600086778,0.491901278,40.81318096,7565.10416
4715,512.0,12.5,0.25,0.25,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.504435443,0.453338519,36.39193423,6673.304
4716,513.0,25.0,0.5,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.442693354,0.426773305,33.60534043,4905.49871
4717,648.0,25.0,0.5,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.4965362,0.41827206,33.4416065,5831.7066
4718,728.0,25.0,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.566319234,0.460322355,37.5842361,6580.39696
4719,661.0,25.0,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.578556842,0.481279313,40.36001849,7172.43501
4720,134.0,12.5,0.25,0.25,0.38,0.25,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.411591443,0.405558182,31.92881551,4357.82292
4721,14.0,25.0,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.283055065,0.35441498,26.05469186,2946.92602
4722,352.0,12.5,0.25,0.25,0.75,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.619006054,0.511116064,43.95536146,8157.23694
4723,634.0,25.0,0.5,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.543968929,0.472521274,38.05729766,6909.43
4724,560.0,25.0,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.342841074,0.386415506,29.13659362,2605.69676
4725,437.0,12.5,0.25,0.38,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.594206083,0.491414051,41.54582317,7517.44077
4726,619.0,25.0,0.5,0.25,0.75,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.392583006,0.396533319,31.67018669,4068.35066
4727,497.0,25.0,0.5,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.49154744,0.442865602,35.52053432,5531.35174
4728,252.0,12.5,0.25,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.493693466,0.424609234,34.16597077,5395.33158
4729,355.0,12.5,0.25,0.38,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.598645112,0.498475898,40.50451387,7064.16978
4730,24.0,37.5,0.25,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.249334678,0.391617371,31.13021301,2605.69676
4731,554.0,25.0,0.5,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.58337988,0.482227496,40.26540842,7293.53617
4732,264.0,12.5,0.25,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.542163836,0.454917386,37.09379556,7861.46538
4733,672.0,25.0,0.5,0.38,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.447115975,0.445238125,33.3649925,4850.03746
4734,129.0,12.5,0.25,0.25,0.25,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.530291604,0.437062839,35.50118221,6702.78038
4735,434.0,12.5,0.25,0.38,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.500207249,0.438026493,35.55753695,6683.20061
4736,668.0,25.0,0.5,0.38,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.52380127,0.468338919,39.23966787,6830.96605
4737,446.0,25.0,0.5,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.610321439,0.509645194,42.67866796,8655.67644
4738,271.0,12.5,0.25,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.502106031,0.456450549,36.6742427,6010.76008
4739,301.0,12.5,0.25,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.534126224,0.454160581,37.55556802,6515.30587
4740,648.0,25.0,0.5,0.25,0.75,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.520986614,0.46326367,37.80745277,6263.80788
4741,344.0,12.5,0.25,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.479965751,0.428903862,33.79678871,5225.16307
4742,672.0,25.0,0.5,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.587319779,0.488638858,40.28237595,7243.22611
4743,653.0,25.0,0.5,0.38,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.551234401,0.471665153,39.33251373,6929.5548
4744,685.0,25.0,0.5,0.38,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.411591443,0.402362581,31.08154655,4888.50303
4745,447.0,12.5,0.25,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.583697575,0.483047479,40.65549833,7556.10991
4746,482.0,25.0,0.5,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.403310637,0.402226397,31.67018669,4673.38052
4747,476.0,25.0,0.5,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.582604099,0.491279313,40.65549833,7117.95038
4748,396.0,12.5,0.25,0.38,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.587276072,0.490981116,41.25028935,6779.98166
4749,332.0,12.5,0.25,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.564981991,0.463561831,39.20306912,6412.47345
4750,474.0,12.5,0.25,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.488014406,0.418219535,34.33849206,6620.09877
4751,681.0,25.0,0.5,0.38,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.502979625,0.459420676,36.3623002,6251.61184
4752,683.0,25.0,0.5,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.53434503,0.46935993,44.57214339,8318.79889
4753,613.0,25.0,0.5,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.62818447,0.524860365,44.57214339,8247.52116
4754,335.0,12.5,0.25,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.605130356,0.500653697,42.13008169,7608.62182
4755,516.0,25.0,0.5,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.507748656,0.430368732,37.77937909,6037.68613
4756,404.0,12.5,0.25,0.38,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.611462998,0.502740901,42.40950749,7907.24067
4757,332.0,12.5,0.25,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.603524723,0.50404651,42.40766225,7406.90248
4758,562.0,20.0,0.5,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.51204794,0.460369104,37.33661143,6131.30938
